Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Network Segment,IDS/IPS Alerts,anomaly
0,1267,1,2,1,95.67,1,2,1,1,1,0,1,1
0,1213,0,2,0,20.18,1,1,1,0,2,2,0,1
2,905,0,0,1,11.82,0,0,1,0,0,1,0,1
0,1058,1,1,1,34.74,1,2,1,2,1,0,0,1
2,444,0,2,1,58.74,1,1,1,1,2,0,1,1
0,417,1,2,0,64.4,0,0,0,1,1,2,1,1
1,950,1,0,1,23.4,1,0,1,1,2,1,0,1
0,801,0,2,1,66.51,1,1,1,0,2,1,1,1
2,253,0,0,1,48.0,0,0,1,1,1,0,0,1
1,1452,1,2,1,24.68,1,1,1,2,0,1,0,1
2,1090,0,2,1,26.56,0,1,1,2,2,1,0,1
2,670,0,0,1,2.47,1,0,0,0,1,0,0,1
1,148,1,1,1,87.08,1,2,1,2,1,0,0,1
0,1310,0,2,0,35.63,0,1,0,0,0,0,1,1
0,952,0,2,1,49.27,0,2,0,0,0,2,0,1
1,605,0,0,1,29.43,0,2,0,0,1,2,0,1
2,1318,0,1,1,14.66,0,0,0,1,1,2,1,1
1,862,1,2,1,99.57,0,2,0,0,0,0,1,1
2,986,1,0,0,88.37,1,0,1,0,1,2,0,1
1,138,1,1,0,63.77,1,0,0,2,1,2,1,1
0,759,1,1,1,83.01,1,2,0,1,0,1,1,1
0,535,0,2,1,57.09,0,2,0,2,2,2,1,1
1,182,0,1,0,36.78,0,0,1,2,1,0,1,1
2,1156,0,0,1,25.18,1,0,1,0,0,1,1,1
1,118,0,1,0,16.48,1,1,0,0,2,2,1,1
0,600,1,1,1,98.52,1,2,0,2,2,2,0,1
1,735,0,1,1,87.04,1,0,0,0,0,0,1,1
2,851,0,1,0,93.44,1,1,0,2,0,1,0,1
0,890,1,1,1,21.84,0,2,0,1,2,1,0,1
1,1114,1,2,1,3.82,0,2,1,1,2,0,0,1
2,677,1,0,1,52.59,1,2,1,0,2,1,1,1
0,417,0,0,0,93.79,0,2,1,0,1,0,1,1
0,1302,0,0,0,40.75,0,1,0,2,2,1,0,1
1,1078,0,2,1,50.73,1,0,1,2,0,1,0,1
2,1351,1,0,1,88.53,1,0,0,1,1,1,1,1
1,394,0,1,0,57.75,0,1,1,2,1,1,1,1
0,358,1,1,0,68.6,1,0,1,2,0,0,1,1
2,167,0,2,1,7.86,0,1,1,1,1,0,0,1
2,517,0,0,0,29.05,1,0,0,1,1,1,1,1
2,698,0,1,1,18.35,0,0,0,1,1,0,0,1
1,534,0,2,1,49.6,1,0,1,2,2,0,0,1
0,89,0,0,0,86.94,0,2,0,2,1,1,1,1
2,565,1,0,0,16.7,0,2,0,2,2,2,1,1
1,656,1,1,1,28.44,0,1,0,1,2,2,0,1
0,1480,0,2,1,25.66,1,1,0,0,1,0,1,1
2,771,1,1,0,99.8,0,1,0,0,1,2,0,1
0,529,1,2,0,20.42,0,1,1,2,0,0,1,1
0,668,1,1,1,36.76,0,2,1,2,0,1,0,1
1,967,0,0,1,35.05,1,2,0,2,2,0,0,1
0,1392,1,0,0,28.03,1,1,1,1,2,0,1,1
1,660,1,0,0,91.97,1,2,0,2,1,2,0,1
0,566,0,0,1,85.45,1,1,1,1,2,0,1,1
0,701,1,0,1,86.67,0,1,1,1,0,2,1,1
1,545,1,2,1,9.4,0,2,0,0,1,2,1,1
1,868,1,0,1,21.07,0,0,1,0,2,2,0,1
0,375,0,1,1,45.28,1,1,0,0,1,0,1,1
0,1386,1,2,1,40.09,0,2,0,0,2,2,0,-1
0,440,0,1,1,16.66,1,1,1,2,2,2,1,1
2,865,0,2,0,62.62,0,2,1,2,2,2,1,1
2,1340,1,2,0,70.07,0,0,1,0,2,0,0,1
0,1062,0,2,0,26.21,0,1,1,2,1,1,1,1
0,99,1,2,0,96.3,1,2,0,0,1,0,0,-1
0,1498,0,0,0,86.99,0,0,1,1,1,2,0,-1
1,445,0,2,1,66.23,0,0,0,2,1,2,0,1
0,654,0,2,0,13.33,0,1,1,1,0,2,1,1
1,674,0,1,1,15.39,1,0,1,2,0,2,1,1
2,1342,0,1,1,56.77,0,2,1,0,2,1,0,1
0,252,1,2,1,47.83,1,1,0,2,2,2,0,1
2,542,0,1,0,38.41,0,2,0,0,1,1,1,1
0,854,1,1,1,6.22,1,1,1,2,0,2,1,-1
1,514,0,2,1,70.58,1,2,1,1,2,2,1,1
1,566,1,1,1,68.54,1,2,0,0,2,2,0,1
1,276,1,2,1,19.81,0,2,1,0,2,2,1,1
1,1311,0,1,0,29.59,1,2,1,0,0,0,0,1
0,831,0,1,1,31.68,1,1,0,2,0,0,1,1
1,691,0,0,0,38.09,1,2,1,2,1,0,1,1
2,1046,1,1,1,27.47,1,2,1,1,2,2,1,1
0,196,1,1,1,50.96,1,0,1,0,2,1,1,1
0,1374,1,1,1,85.31,1,0,0,2,0,1,1,1
2,1194,1,2,0,30.44,0,1,1,1,0,1,1,1
1,453,1,1,1,80.24,1,1,1,2,1,1,0,1
0,222,1,2,1,43.36,1,2,0,0,1,2,1,-1
1,669,0,1,1,96.04,1,1,0,1,2,0,0,1
2,642,0,0,0,4.74,1,0,1,0,0,0,1,-1
2,893,1,0,1,66.36,1,0,1,1,2,2,0,1
0,193,0,2,0,65.64,1,1,1,0,1,0,0,1
1,888,0,2,1,68.84,0,0,1,1,1,1,0,1
1,780,1,1,1,90.67,0,0,1,0,2,2,1,1
2,1155,1,0,0,6.14,1,0,0,2,0,1,0,-1
2,268,0,1,0,31.55,1,0,0,2,0,2,1,1
2,269,0,0,0,86.95,1,2,1,2,2,2,1,-1
2,683,1,1,0,42.01,0,0,1,0,1,2,0,1
1,195,0,2,1,4.86,1,2,1,1,1,2,0,1
1,1137,1,2,0,98.99,0,1,1,1,0,1,0,1
1,488,1,2,0,77.23,1,1,1,0,0,2,0,1
1,798,1,0,0,34.46,1,0,0,2,2,1,0,1
1,146,1,0,1,95.16,0,0,0,0,1,2,0,-1
2,1343,1,1,1,39.54,1,2,0,0,1,0,0,1
0,1459,0,0,0,37.63,0,1,0,0,1,1,1,1
1,229,0,0,0,58.04,1,1,0,1,2,2,0,1
1,582,0,2,1,36.24,1,1,1,1,0,2,1,1
0,392,0,1,1,40.0,0,0,1,2,2,0,0,1
2,1439,1,0,0,75.6,1,2,1,0,2,2,0,-1
2,1374,0,0,1,40.42,1,1,0,2,2,0,0,1
2,392,0,1,0,77.94,1,1,1,0,1,1,0,1
1,401,1,0,1,0.09,1,0,0,0,0,1,1,1
0,759,1,2,1,44.06,1,0,0,1,2,0,1,1
1,876,0,1,0,96.76,1,1,0,2,1,0,1,1
1,424,1,0,0,68.43,1,1,1,1,0,1,1,1
0,737,0,2,0,25.09,0,2,0,1,2,0,1,1
2,967,1,1,0,16.57,1,0,0,0,2,1,0,1
1,967,1,1,1,72.67,0,1,0,2,1,2,1,1
2,1000,0,2,0,88.39,0,1,1,1,0,0,1,1
0,553,1,0,1,89.86,0,0,1,1,2,0,0,1
0,1322,0,0,0,95.39,1,2,0,1,0,2,0,-1
1,1166,0,0,0,44.37,1,0,0,1,2,0,0,1
2,596,0,1,1,19.8,1,1,0,0,0,0,0,1
2,1169,0,2,1,29.8,0,0,0,2,0,1,1,1
1,1390,1,1,1,15.31,0,2,1,0,0,2,1,1
2,448,0,1,0,15.27,1,0,1,1,0,2,1,1
2,1048,0,1,1,93.3,0,2,0,1,1,1,0,1
0,1120,0,0,0,15.64,1,1,0,2,1,1,0,1
1,660,1,0,0,28.4,1,0,0,0,2,1,1,1
0,1100,1,0,1,24.03,1,1,1,2,1,0,1,1
0,651,1,1,0,90.88,1,1,0,0,1,0,1,1
1,1068,1,0,1,51.95,0,0,1,1,0,1,0,1
1,660,0,2,1,5.17,0,2,0,1,1,2,1,1
1,336,0,2,0,0.09,1,1,1,2,0,0,0,1
2,1209,1,1,1,85.72,1,0,1,0,1,0,0,1
0,1209,1,1,1,39.44,1,0,0,0,2,1,1,1
0,530,0,0,0,48.08,1,0,1,2,1,1,0,1
2,173,0,2,1,28.7,0,1,0,2,2,2,1,1
1,1281,0,0,0,13.36,1,0,1,2,2,0,1,1
1,237,1,0,0,21.64,0,1,1,1,0,0,0,1
2,1285,1,1,0,17.72,0,0,1,0,0,2,1,-1
0,994,0,1,1,39.98,0,2,0,0,2,1,0,1
2,747,0,2,0,39.14,0,2,1,2,2,0,1,1
2,106,0,1,1,17.26,1,2,1,2,2,2,1,1
1,168,1,0,0,75.57,0,1,0,1,1,0,1,1
0,557,1,1,1,79.63,0,0,1,2,1,2,1,1
2,650,0,1,1,97.97,1,1,0,1,0,1,0,1
1,1057,1,0,1,32.26,1,2,1,2,0,1,1,1
1,637,1,0,1,54.57,0,0,0,0,1,1,1,1
1,926,0,2,0,56.81,0,0,0,2,0,2,1,1
1,1423,0,2,0,21.85,1,2,1,2,1,0,0,1
1,1263,0,1,1,43.21,0,0,1,1,0,0,1,1
0,245,1,2,1,14.13,0,2,0,0,0,1,1,1
2,448,1,2,0,94.64,1,1,0,1,1,2,0,1
0,555,1,2,1,19.35,0,0,0,2,0,0,0,1
0,1000,0,0,1,42.65,1,0,1,0,0,0,1,1
2,1198,0,0,1,8.01,0,0,0,1,1,2,1,1
2,72,1,1,1,59.1,1,1,1,2,0,0,1,1
0,1039,1,1,0,37.58,0,2,0,0,1,0,1,1
1,961,1,2,1,7.13,0,2,1,0,1,0,0,1
0,1216,1,2,1,86.49,1,2,1,2,0,0,0,-1
0,1363,1,0,0,39.34,1,1,0,1,1,2,1,1
1,756,0,2,0,66.2,1,1,0,2,1,2,0,1
0,668,1,2,1,82.01,1,2,1,1,1,0,1,1
0,1398,0,0,1,22.22,0,0,1,1,0,0,0,-1
2,1162,1,0,0,45.37,1,1,0,0,2,0,1,1
2,439,0,0,1,37.74,1,1,0,2,2,0,0,1
2,337,0,0,0,28.08,0,1,0,2,2,2,1,1
1,541,0,1,0,53.77,0,2,0,1,1,1,1,1
1,233,1,0,0,63.39,0,1,0,0,0,2,0,1
0,354,1,1,0,1.89,0,2,0,0,0,1,0,1
2,772,0,0,0,66.77,1,2,1,1,1,1,0,1
1,203,1,2,0,41.04,1,1,1,2,0,2,0,1
0,1004,1,2,0,2.55,0,0,1,2,0,1,0,1
0,259,0,0,1,48.2,1,0,1,0,2,1,1,1
2,1232,0,0,0,58.93,0,1,1,2,2,2,1,1
0,470,1,1,0,25.21,1,0,0,2,0,1,0,1
0,390,1,2,1,68.02,1,1,1,0,1,0,0,1
2,1189,0,1,1,46.28,0,0,0,1,1,0,0,1
2,1408,1,1,1,1.63,0,1,0,1,2,1,1,1
1,379,0,0,1,59.91,0,0,1,2,1,1,1,1
1,434,1,2,0,29.43,1,0,0,2,2,0,0,1
1,1085,0,2,1,94.68,0,1,0,2,0,1,0,1
0,265,0,2,1,15.24,0,1,0,0,2,1,0,1
2,1069,0,2,1,97.61,1,1,1,1,1,2,0,1
2,1319,1,2,0,6.95,0,1,1,0,0,2,0,-1
1,1415,1,0,1,1.5,1,0,0,2,0,2,1,-1
0,583,0,1,1,37.25,1,1,1,0,2,0,0,1
2,1000,1,1,1,72.32,1,2,1,2,2,1,1,1
2,931,0,2,0,65.97,0,0,0,0,1,0,0,1
2,595,0,2,1,28.36,1,2,1,0,1,2,0,1
0,182,0,2,0,33.14,1,0,0,1,1,2,0,1
2,1407,1,1,1,43.55,1,0,1,2,2,2,1,1
0,1499,0,1,1,0.02,0,2,1,0,0,2,1,-1
0,479,0,2,0,83.22,0,0,1,1,1,2,0,1
0,791,0,0,1,52.9,1,2,1,0,0,1,1,1
2,688,0,2,0,9.87,1,2,0,2,2,0,1,1
0,993,0,1,1,0.45,0,1,1,0,0,0,0,1
1,753,0,0,0,73.96,0,0,0,1,1,1,0,1
2,929,1,0,0,45.85,0,0,1,0,1,0,0,1
0,674,0,2,1,90.85,1,2,1,2,0,1,1,1
0,111,1,1,0,5.51,1,2,0,2,1,1,0,1
2,1390,0,0,0,52.23,0,2,1,1,2,1,0,1
2,475,0,0,0,56.31,1,0,1,1,0,1,1,1
1,617,0,2,0,99.03,1,1,1,1,0,0,0,1
0,1144,0,0,1,6.94,0,0,1,1,1,2,0,1
0,1227,0,1,0,95.14,1,1,0,1,0,2,0,1
1,1429,1,1,1,61.07,0,1,0,0,0,2,0,1
1,983,1,2,0,10.69,0,0,1,0,0,0,0,1
2,962,0,2,0,51.43,1,0,0,0,0,2,1,1
0,549,0,0,0,93.01,1,1,0,1,1,2,0,1
0,365,1,2,1,5.09,1,0,0,0,0,2,1,-1
1,1393,1,2,1,33.46,1,0,1,1,0,0,1,1
1,609,0,1,0,41.98,1,1,1,0,2,2,1,1
2,497,0,2,0,80.07,0,0,1,0,0,0,1,1
1,650,0,0,1,58.1,1,0,0,0,2,2,0,1
2,539,1,2,0,17.93,0,1,1,0,0,2,1,1
0,1222,1,2,1,89.0,0,1,0,1,0,1,1,1
2,400,0,1,1,8.81,0,2,0,0,1,1,0,1
0,171,1,0,0,11.22,1,1,1,0,2,2,0,-1
0,393,0,0,0,17.33,1,1,1,0,2,2,0,1
2,1495,0,2,1,91.01,1,2,1,2,2,0,1,-1
2,908,1,0,0,18.32,1,2,0,1,2,1,1,1
2,846,1,0,1,4.18,1,2,1,1,2,1,0,1
2,753,0,1,0,79.61,1,2,0,1,1,1,0,1
2,876,0,2,1,70.46,1,2,0,2,1,0,1,1
0,1205,0,1,1,66.68,1,0,1,1,1,2,0,1
2,1459,1,2,0,41.52,1,1,0,0,2,0,0,1
1,461,1,2,0,96.89,0,0,0,2,0,0,1,-1
0,852,0,1,1,17.9,1,0,0,2,1,1,0,1
1,522,0,0,0,84.29,1,2,1,0,0,2,0,1
1,419,0,1,1,35.59,0,0,1,0,2,2,1,1
2,1281,1,1,0,6.08,0,2,1,2,2,0,0,-1
1,221,0,1,0,62.33,0,0,1,2,0,0,1,1
0,752,0,0,0,33.49,1,2,1,1,2,1,1,1
2,1433,1,0,1,21.71,0,2,1,1,1,1,1,1
0,1495,1,1,0,87.33,0,0,0,1,1,1,0,1
0,1106,0,1,0,37.03,1,0,0,2,2,2,1,1
1,1265,1,1,1,17.87,1,1,1,0,0,0,1,1
1,1443,0,1,1,29.53,1,1,0,1,0,1,0,1
1,265,1,2,1,71.34,1,2,1,0,1,2,1,1
2,799,0,1,1,24.45,1,0,0,1,0,2,0,1
0,1331,1,1,0,27.26,0,1,0,0,1,0,1,1
1,312,1,2,0,65.45,1,1,0,1,0,0,1,1
0,765,0,0,1,13.25,0,2,0,0,2,2,1,1
2,281,0,2,1,35.71,1,0,1,0,0,1,0,1
0,756,1,1,1,75.27,1,0,0,1,0,2,0,1
1,1147,0,0,0,3.53,1,0,0,0,0,2,0,-1
2,1200,1,1,1,64.64,1,1,1,0,2,1,1,1
1,251,0,0,1,0.49,0,1,1,0,0,2,1,-1
1,919,0,2,1,20.6,0,2,1,1,1,2,1,1
1,1129,0,2,1,59.83,1,1,1,1,0,2,1,1
0,1198,1,2,1,67.84,1,0,1,2,2,1,1,1
0,138,1,0,1,30.04,1,2,1,1,1,2,1,1
2,916,1,0,1,75.28,1,2,0,1,0,2,0,1
2,1432,1,2,1,21.19,0,2,0,0,2,0,0,-1
1,1374,0,0,1,4.25,0,0,1,2,1,1,1,1
1,527,1,2,1,6.98,0,0,1,0,2,1,1,1
2,151,1,1,0,87.8,0,0,0,2,2,1,0,1
0,1342,0,0,1,49.72,1,1,0,1,2,2,0,1
1,1130,0,0,1,93.63,0,0,1,2,0,2,1,-1
1,165,0,2,1,3.73,0,1,0,1,1,2,0,1
1,699,1,0,1,1.61,1,0,0,2,1,0,0,1
0,1011,0,0,1,42.13,0,0,0,0,0,1,0,1
2,269,1,0,0,67.08,1,0,0,1,2,0,1,1
1,191,0,1,0,87.84,1,2,0,1,1,1,1,1
1,857,0,1,1,78.13,0,1,1,2,1,0,0,1
2,185,1,2,0,77.65,0,2,0,0,2,1,1,1
0,1218,0,0,0,61.32,1,0,0,0,0,0,0,1
2,840,0,2,0,60.02,1,1,0,0,0,0,1,1
0,1231,1,2,0,33.47,1,0,1,0,1,0,1,1
2,405,0,2,0,55.86,0,2,0,1,1,1,1,1
2,950,1,1,1,51.48,0,0,1,1,1,1,1,1
1,1169,0,0,1,31.99,1,1,1,1,1,0,1,1
1,1421,0,1,1,91.36,0,0,0,2,1,0,1,1
2,1256,1,0,1,64.98,0,0,0,1,1,1,0,1
2,918,0,0,1,60.61,1,1,1,0,0,2,1,1
0,1045,0,1,1,45.46,0,1,0,1,0,1,0,1
1,682,0,0,0,46.76,0,1,1,1,1,2,1,1
0,1180,0,2,0,40.47,1,2,0,0,0,1,1,1
2,1096,1,0,0,9.09,0,2,0,0,2,1,0,1
2,602,0,2,0,75.24,1,2,0,1,2,1,0,1
1,936,1,2,0,92.44,0,0,0,0,0,0,0,1
0,745,0,0,0,64.57,1,2,1,1,0,2,0,1
1,864,0,1,0,7.01,1,1,0,0,1,2,0,1
2,840,1,1,0,6.98,0,1,1,1,0,1,0,1
2,113,1,0,1,52.66,0,2,1,0,0,2,0,-1
1,1278,1,0,0,64.05,0,0,0,1,0,1,1,1
0,1396,0,2,1,1.85,0,0,1,1,2,2,1,-1
1,480,0,2,1,87.19,1,2,0,2,1,1,1,1
0,1012,0,0,0,5.92,0,0,1,1,1,1,1,1
2,1288,0,1,1,13.45,0,0,0,1,2,0,0,1
1,981,0,0,0,97.23,1,1,1,2,1,2,0,1
2,1065,0,2,0,77.62,1,2,1,1,1,0,0,1
1,1430,0,0,1,57.49,0,0,1,1,2,0,0,1
2,361,0,1,1,3.21,0,0,0,0,0,0,1,-1
0,149,0,0,0,89.72,1,0,0,1,2,1,0,1
0,994,0,0,0,25.62,0,2,1,2,2,0,0,-1
1,1477,0,1,1,19.63,0,1,0,0,2,1,0,1
0,93,0,2,0,94.21,1,1,0,0,1,2,1,-1
0,545,0,2,0,26.97,0,2,1,1,2,2,0,1
2,884,1,1,0,81.31,0,0,0,0,0,1,0,1
0,270,0,2,0,6.48,0,0,0,2,2,0,1,-1
1,295,1,1,0,83.63,0,0,1,0,2,2,0,1
2,936,0,0,1,39.58,0,2,1,1,0,0,1,1
1,1316,1,2,0,55.85,1,1,1,2,0,2,0,1
2,627,1,0,0,65.51,0,2,1,1,1,0,1,1
1,358,0,2,0,2.7,0,1,1,2,2,0,0,1
2,607,1,0,1,39.34,0,1,1,1,1,1,0,1
0,406,1,0,0,55.34,1,0,1,0,0,2,0,1
0,1159,0,0,0,56.98,0,1,0,2,1,0,0,1
0,1061,0,1,1,2.48,0,0,1,0,1,2,1,1
0,929,1,2,1,79.77,0,1,0,0,2,2,0,1
2,681,1,1,1,86.62,0,0,0,0,1,0,0,1
0,654,1,0,0,66.08,0,2,1,2,0,0,1,1
1,99,1,0,1,5.72,1,1,1,1,1,2,0,1
0,1456,0,2,0,78.74,0,1,0,0,2,1,0,1
0,504,1,1,0,78.8,1,1,0,1,1,1,0,1
0,1014,0,0,1,97.93,0,1,1,1,0,1,1,1
0,789,1,1,0,88.68,1,0,1,2,2,1,1,1
0,187,1,2,0,26.77,1,1,1,1,0,0,1,1
1,1346,0,1,1,17.72,0,1,0,0,2,1,1,1
0,1342,1,0,1,17.26,0,1,0,1,2,2,1,1
2,1466,0,1,0,9.05,1,0,1,1,1,0,0,-1
0,1028,0,2,1,19.86,1,0,0,0,1,1,1,1
1,74,1,2,0,91.62,0,2,1,1,1,1,0,1
1,1258,0,2,1,86.91,1,2,0,1,2,1,1,1
1,1119,1,0,1,82.75,1,2,1,0,2,0,1,1
0,632,0,1,1,33.35,0,0,0,1,2,2,1,1
2,565,1,0,1,98.25,0,1,1,1,1,1,1,1
0,1411,0,1,1,93.34,1,2,0,2,1,0,0,1
0,817,0,2,1,73.44,0,2,1,0,1,0,1,1
0,696,0,1,1,89.63,0,1,1,2,0,1,1,1
1,1064,0,2,1,50.55,0,2,0,0,2,1,0,1
1,1355,0,2,1,54.68,0,1,0,0,1,2,1,1
2,1484,0,1,1,71.23,0,2,1,2,1,2,0,1
0,351,1,0,0,37.24,1,1,1,0,2,1,0,1
2,1102,0,2,0,62.06,1,1,1,0,2,1,0,1
1,777,0,2,0,85.79,0,1,0,0,1,2,0,1
0,1037,0,0,0,0.85,1,0,1,0,2,0,1,-1
1,393,1,1,1,78.6,0,2,0,1,2,1,0,1
1,663,0,1,0,10.9,0,2,0,2,2,1,1,1
2,1149,1,1,1,83.94,0,2,0,0,1,0,1,1
0,96,1,0,0,39.6,0,2,1,1,2,0,1,1
0,635,0,1,1,95.48,0,1,1,2,1,1,0,1
2,1148,0,1,1,3.66,1,2,1,1,1,0,1,1
2,363,1,0,1,52.72,1,1,0,0,1,1,1,1
0,764,1,0,1,87.44,1,0,0,1,1,1,1,1
2,1252,1,1,0,37.75,0,1,1,2,2,0,0,1
1,317,1,2,0,64.83,0,2,1,1,2,1,1,1
0,131,0,1,0,22.42,0,0,0,1,2,1,0,1
1,1318,1,1,0,98.62,0,2,1,1,1,2,1,1
0,1313,1,2,1,46.85,0,1,0,1,0,0,0,1
0,702,0,1,1,25.31,0,1,0,1,1,0,1,1
2,934,0,0,1,68.37,1,2,1,1,2,1,0,1
0,703,1,2,1,24.49,1,2,1,0,2,0,1,1
0,665,1,0,1,68.16,1,1,0,0,1,1,0,1
1,170,1,0,1,30.68,0,2,1,1,1,0,1,1
1,700,1,2,0,40.51,1,0,0,1,1,2,1,1
2,1180,0,1,1,69.46,0,1,1,0,1,0,1,1
0,1126,1,0,1,26.7,1,2,1,1,0,2,0,1
2,458,1,2,1,40.76,0,2,0,2,0,2,0,1
0,358,1,2,0,82.78,0,2,0,1,0,2,1,1
2,343,0,2,1,15.85,0,1,0,0,0,2,0,1
1,484,0,2,0,11.26,1,0,0,1,0,1,0,1
0,1429,0,2,1,79.04,1,2,1,1,1,2,0,1
0,809,0,1,1,19.92,1,2,1,0,1,0,0,1
1,401,0,2,1,61.92,1,2,1,0,2,1,1,1
0,623,0,0,0,43.51,1,0,1,2,0,1,0,1
2,800,0,0,1,11.08,0,0,1,2,2,1,1,1
2,255,0,1,0,30.91,1,0,1,1,1,1,1,1
2,897,0,2,0,69.93,1,0,0,0,2,2,0,1
2,564,0,0,1,19.51,1,2,0,2,1,2,0,1
1,183,0,2,1,72.26,0,1,0,1,1,2,1,1
1,1148,0,1,0,80.84,0,2,0,0,0,2,0,1
1,634,1,2,0,56.07,0,1,0,0,0,2,1,1
0,912,1,0,1,86.68,1,0,1,0,0,1,0,1
2,714,1,1,0,56.58,1,0,1,1,1,1,0,1
1,597,0,0,0,90.52,1,1,1,0,0,0,1,1
0,789,1,2,1,52.31,0,1,1,1,2,0,1,1
0,76,0,2,0,80.25,1,0,1,2,0,1,0,-1
0,1492,1,0,1,37.25,1,1,1,1,1,1,0,1
1,636,1,2,0,12.06,1,0,0,1,1,0,1,1
0,618,1,0,1,66.08,1,0,0,0,0,0,0,1
1,374,0,1,1,99.56,1,0,0,0,2,0,1,1
0,658,0,0,0,59.74,0,2,0,0,1,2,1,1
1,896,0,2,0,10.05,0,1,0,2,2,0,0,1
1,1026,1,2,1,49.85,0,0,1,0,0,2,0,1
1,409,0,0,0,57.7,1,2,0,0,2,2,0,1
0,107,0,1,1,9.39,0,2,0,0,0,1,1,1
2,709,1,2,1,7.88,1,2,1,2,2,1,1,1
0,986,0,0,1,55.99,0,1,0,0,2,0,0,1
1,142,0,0,1,4.17,1,1,1,2,2,2,0,1
1,179,0,1,1,46.93,0,1,0,0,1,1,0,1
2,1064,1,2,0,6.05,1,1,0,1,2,1,0,1
2,855,0,2,1,85.04,1,2,0,2,1,0,1,1
0,159,0,1,1,19.29,1,2,1,0,2,1,0,1
2,825,1,2,1,3.62,0,0,0,0,0,2,1,-1
0,264,0,2,0,36.98,1,2,1,0,1,0,1,1
2,182,1,0,0,99.53,0,2,0,1,1,1,1,1
0,297,0,0,1,34.45,1,2,1,1,1,2,1,1
0,1450,1,1,1,35.24,1,0,0,1,0,2,1,1
0,1207,1,1,1,39.43,1,2,1,0,1,1,0,1
0,880,1,1,0,65.63,1,0,1,2,2,1,1,1
1,680,1,1,0,88.31,0,2,0,1,2,1,0,1
1,798,0,2,0,50.0,1,1,0,0,0,1,0,1
1,517,0,2,0,9.75,1,2,0,2,0,0,0,1
1,938,0,1,0,27.4,0,0,1,1,0,0,0,1
1,166,0,2,0,34.1,1,2,0,2,2,0,0,1
1,1366,0,1,0,45.39,0,2,1,0,0,2,1,1
1,917,1,1,0,77.82,0,0,1,1,2,1,1,1
1,1143,1,0,0,77.15,1,1,0,0,1,0,0,1
1,1083,0,1,1,73.45,1,2,1,2,1,1,0,1
1,661,0,1,0,63.97,0,0,1,0,1,2,1,1
2,438,1,0,1,98.61,1,1,1,2,0,1,1,1
2,798,0,0,0,41.4,1,0,1,1,2,2,0,1
2,486,0,0,1,86.97,0,2,1,1,2,1,1,1
1,392,0,2,1,42.99,0,0,0,0,1,2,0,1
2,178,1,2,0,1.98,1,0,1,1,2,1,0,1
1,368,0,1,1,21.54,0,0,1,0,0,2,0,1
1,543,0,1,0,64.87,1,1,1,1,1,2,1,1
0,1228,1,2,1,41.46,1,0,0,0,0,1,0,1
0,85,1,1,0,40.92,0,1,0,1,0,1,0,1
1,1500,1,0,1,42.19,0,0,0,1,0,1,0,1
1,172,0,1,1,84.57,0,1,1,0,1,2,1,1
2,1022,0,2,0,32.93,0,1,1,0,2,0,0,1
0,1389,1,0,1,1.1,1,0,1,1,2,1,0,1
1,1202,0,2,1,18.37,1,2,0,1,2,2,0,1
2,853,1,0,0,20.35,0,0,1,1,2,2,0,1
2,544,0,1,1,70.86,0,2,0,2,1,2,1,1
1,892,0,0,0,35.51,1,1,1,2,0,1,0,1
1,138,0,1,1,11.87,0,2,0,0,0,0,0,1
1,567,0,1,1,86.21,0,1,1,1,0,0,0,1
2,346,1,2,0,18.84,0,1,0,2,2,2,1,1
1,906,1,1,1,30.86,0,0,0,1,2,1,0,1
1,896,1,1,1,8.05,0,1,0,2,0,0,0,1
0,797,0,0,1,79.7,1,2,0,0,0,2,0,1
0,1091,1,0,0,89.0,1,0,0,1,0,2,0,1
1,1023,0,2,0,26.86,1,2,1,0,2,0,1,1
0,1358,0,1,0,47.62,0,2,0,2,1,0,1,1
2,1162,1,2,0,59.9,0,2,0,2,1,1,0,1
2,681,1,1,1,62.33,0,2,1,1,1,0,1,1
0,375,1,1,1,35.82,0,0,1,2,2,0,1,1
0,889,1,1,0,75.16,1,1,0,2,2,1,1,1
1,1127,1,1,1,59.61,0,0,0,2,1,0,1,1
1,1129,1,2,1,12.56,0,1,1,0,1,0,0,1
1,1214,0,1,1,5.1,1,2,0,0,1,1,1,1
1,1180,0,2,1,52.89,0,0,0,0,0,0,1,1
2,708,0,1,1,48.26,1,1,1,0,2,1,0,1
2,1340,1,0,1,45.64,0,1,1,2,1,0,1,1
1,1434,1,1,1,28.06,0,0,0,2,0,1,0,1
1,762,1,2,0,58.55,1,2,1,2,2,1,1,1
2,1158,1,0,1,15.69,0,2,0,0,1,2,0,1
2,1472,0,0,1,98.96,0,1,0,1,0,2,0,1
0,330,1,1,1,95.05,1,2,0,0,1,0,0,1
1,991,1,2,1,51.64,1,1,1,2,2,1,1,1
2,1301,1,1,0,75.08,1,1,0,1,2,0,0,1
0,83,1,0,0,8.52,0,2,0,0,1,0,1,-1
2,279,1,2,1,67.68,0,0,1,1,1,0,0,1
0,1291,1,2,0,63.83,0,1,1,2,2,1,1,1
2,866,1,2,0,55.21,1,0,0,1,1,2,1,1
2,724,1,0,1,85.1,1,0,0,2,2,1,1,1
